"ï..internet","netdome","abortion","buyamer","condoms1","deathpen","goodeduc","gun","marijuan","moreinc","politics","pollut","sexmarr","liberal","age","educ","emplmerg","income","sex","citysize"
"640",2,1,6,2,5,6,1,2,4,5,2,5,4,2,33,6,1,8,2,2
"641",2,1,4,4,4,6,4,3,4,6,4,6,1,4,40,4,1,11,1,4
"642",1,2,1,5,2,4,3,2,4,3,4,5,3,2,52,5,3,5,1,3
"643",1,6,4,3,2,3,4,1,1,2,2,4,2,1,64,3,3,3,2,3
"644",1,3,5,5,5,6,3,5,6,3,1,5,3,4,44,5,1,1,1,1
"645",2,1,5,4,2,5,4,3,1,5,2,5,2,4,29,4,2,3,2,3
"646",1,6,6,5,1,6,4,5,3,3,3,2,1,2,47,4,3,2,1,2
"647",2,2,6,2,5,6,4,4,6,6,1,5,5,2,42,6,1,15,1,4
"648",1,1,5,6,4,4,4,3,5,5,5,5,2,2,51,4,1,14,1,2
"649",1,2,5,5,2,4,4,4,2,4,2,5,2,3,54,4,4,2,1,4
"650",1,3,5,3,5,5,2,1,4,5,4,3,4,2,62,6,2,9,1,3
"651",NA,5,5,5,5,6,2,6,5,4,4,4,4,3,26,2,1,11,1,3
"652",1,6,1,6,3,5,3,4,1,5,3,4,3,2,38,3,1,12,1,2
"653",1,4,5,3,6,4,1,1,4,4,4,4,6,5,32,5,1,5,1,3
"654",1,2,1,4,1,5,2,1,1,3,1,5,1,2,65,4,2,10,2,4
"655",2,2,3,4,2,5,3,5,2,2,1,6,1,NA,71,3,3,NA,1,4
"656",1,5,1,5,4,1,5,6,1,4,2,3,1,3,30,3,1,5,1,3
"657",2,1,6,4,6,1,5,1,6,6,6,6,6,5,27,6,4,1,1,1
"658",2,1,1,6,1,6,4,6,6,1,1,6,1,4,44,1,1,1,1,1
"659",1,5,2,3,3,2,4,2,2,2,3,3,3,2,31,3,4,1,2,1
"660",1,2,5,5,4,6,4,3,3,5,4,5,2,3,31,5,1,8,1,3
"661",1,4,5,5,5,3,5,6,2,3,2,4,4,5,54,4,4,1,2,4
"662",2,1,6,1,5,1,2,1,5,4,5,5,5,5,43,4,1,10,1,3
"663",1,6,5,5,1,5,4,4,1,5,2,1,1,2,77,6,3,6,1,1
"664",1,1,4,5,5,6,4,3,4,5,4,5,1,3,31,3,1,5,2,4
"665",2,2,2,4,2,3,4,1,1,5,4,4,3,2,32,6,1,9,2,3
"666",1,3,4,4,4,5,4,1,3,4,3,3,3,3,52,3,1,10,2,3
"667",1,1,1,5,6,1,2,1,1,2,4,5,1,3,49,4,1,7,2,1
"668",1,3,3,5,4,5,3,1,5,5,1,3,2,2,40,3,1,15,1,4
"669",1,6,6,6,5,6,1,6,6,5,5,5,1,2,65,6,3,6,1,4
"670",2,1,4,4,4,4,3,2,3,3,2,4,3,2,28,5,1,12,1,2
"671",1,2,6,5,5,5,3,2,4,5,2,3,1,2,27,3,1,3,2,1
"672",1,5,1,5,4,1,2,1,1,6,1,6,1,3,27,3,1,6,1,1
"673",1,5,1,5,3,1,4,1,6,5,4,4,1,2,74,3,3,6,1,3
"674",2,1,2,5,3,5,4,4,3,4,2,3,1,1,55,4,1,9,1,4
"675",1,1,4,3,3,1,1,1,1,5,2,3,1,3,33,6,1,15,2,4
"676",2,1,6,3,5,6,4,1,1,6,1,6,6,3,29,5,1,8,2,2
"677",1,4,6,6,5,6,5,4,5,6,4,4,5,2,28,4,1,7,2,3
"678",2,1,1,4,1,5,4,1,1,6,5,2,1,2,30,5,1,11,1,4
"679",1,4,NA,3,4,5,2,1,1,3,3,3,1,2,34,4,1,8,1,2
"680",1,2,4,3,3,6,3,2,3,5,2,4,2,2,32,5,2,9,2,4
"681",1,6,5,6,1,6,3,4,6,4,2,4,1,3,27,4,1,9,1,2
"682",1,2,4,5,2,6,5,5,6,4,6,4,1,NA,25,3,1,NA,1,4
"683",1,4,5,2,6,1,3,1,4,2,2,4,6,4,49,3,2,1,1,3
"684",1,6,3,4,2,5,2,5,4,4,2,3,1,3,30,5,1,12,2,3
"685",1,1,2,4,4,6,2,3,5,3,4,6,6,5,44,4,1,7,1,3
"686",1,1,1,4,1,6,4,3,1,6,5,1,1,1,51,6,1,8,1,2
"687",2,1,2,6,4,6,3,5,6,6,5,4,4,3,58,4,1,12,1,2
"688",1,1,1,6,4,1,3,1,4,5,1,6,3,3,50,3,1,2,2,3
"689",2,2,5,5,4,6,6,1,4,5,2,4,2,2,36,6,1,11,2,4
"690",1,2,3,2,3,6,2,6,6,4,2,5,1,3,38,4,1,7,1,1
"691",2,1,1,5,4,4,1,1,1,5,3,3,2,2,34,5,4,11,2,4
"692",1,2,6,5,2,5,2,6,4,5,1,6,1,NA,41,4,4,NA,1,3
"693",2,1,4,3,2,4,1,2,1,4,3,3,2,3,31,6,1,11,1,3
"694",1,2,4,3,5,4,3,3,4,4,2,4,4,3,32,3,1,8,2,3
"695",1,6,6,4,1,6,2,1,1,3,2,4,2,2,71,6,3,NA,2,3
"696",1,4,2,6,6,4,4,3,6,6,5,4,1,4,37,3,2,1,2,4
"697",1,4,1,5,2,5,2,5,1,5,2,4,2,2,27,4,2,5,2,1
"698",1,5,3,4,3,4,3,5,3,5,3,3,3,2,37,5,1,6,1,1
"699",1,2,4,3,4,4,2,2,2,2,2,4,2,3,36,4,1,10,2,4
"700",1,6,6,4,5,6,3,1,6,5,1,4,1,1,40,3,4,7,2,3
"701",2,1,1,4,1,2,4,1,1,5,3,4,1,2,44,5,1,15,1,4
"702",1,1,3,2,3,4,3,1,2,3,4,5,3,2,38,4,1,6,1,1
"703",1,1,1,5,1,6,3,5,1,NA,4,4,1,5,36,4,1,9,1,2
"704",1,6,1,1,6,4,2,1,1,6,3,3,3,4,37,3,2,6,2,2
"705",1,2,6,6,1,1,1,1,6,1,5,3,1,1,67,4,3,4,2,4
"706",1,2,1,3,2,5,2,5,2,5,4,3,1,NA,41,5,1,NA,1,3
"707",1,5,1,4,4,4,2,3,1,4,3,4,3,3,30,4,1,9,1,2
"708",2,1,4,6,3,4,2,1,1,1,1,4,4,2,32,3,2,4,2,1
"709",1,2,1,5,4,4,3,4,2,4,2,4,4,3,32,5,4,9,2,4
"710",2,1,6,4,4,6,5,3,2,4,2,4,2,3,38,3,1,11,2,3
"711",1,2,3,2,5,4,4,4,3,3,4,4,2,1,32,3,4,1,1,2
"712",1,2,1,2,1,6,4,4,3,4,2,5,1,3,31,3,1,6,1,3
"713",1,3,6,6,4,4,2,1,4,6,5,6,3,4,41,5,1,10,1,4
"714",2,1,5,6,5,6,5,1,6,6,2,4,1,3,37,4,1,10,1,4
"715",1,1,6,5,5,4,2,1,4,3,2,5,5,4,47,4,1,15,2,4
"716",1,2,1,6,1,6,3,3,1,6,2,6,1,1,36,3,4,5,1,1
"717",1,1,1,1,6,6,3,1,1,4,1,3,1,1,27,3,1,12,2,4
"718",1,1,5,4,1,4,1,2,4,5,6,4,4,3,33,5,1,15,1,3
"719",2,1,4,6,3,5,4,4,1,4,4,3,2,3,34,5,1,8,1,1
"720",1,6,6,5,3,6,2,1,1,2,4,3,1,2,70,3,2,5,2,4
"721",2,5,5,6,2,6,1,1,1,5,1,5,4,3,31,5,1,6,1,4
"722",1,1,2,5,1,6,1,1,6,4,4,1,1,3,36,3,1,10,1,3
"723",1,1,6,3,6,4,2,1,4,6,3,5,2,2,40,6,1,11,2,1
"724",2,2,6,4,5,4,2,1,4,3,2,3,4,3,33,6,1,12,2,2
"725",1,5,4,4,4,5,2,1,1,4,1,4,1,2,32,4,1,8,2,1
"726",1,1,4,3,5,4,5,2,1,6,1,4,5,1,28,4,1,3,2,1
"727",1,2,6,5,3,6,2,1,3,2,1,4,1,3,33,3,1,7,2,1
"728",1,1,1,2,3,4,2,1,4,4,2,2,3,3,32,3,1,2,2,1
"729",2,1,4,5,2,5,4,2,3,4,2,5,4,3,34,4,1,12,1,4
"730",1,3,5,3,4,1,5,1,3,5,3,4,1,3,31,4,4,6,2,4
"731",1,3,1,6,1,6,5,6,1,3,4,2,1,1,69,4,3,3,1,2
"732",2,3,1,5,4,4,1,1,5,5,4,3,2,2,47,4,1,8,2,2
"733",1,4,5,4,5,4,1,1,4,6,6,6,3,4,38,5,1,6,1,4
"734",2,1,1,6,1,5,1,1,1,6,2,2,1,NA,34,5,2,NA,1,3
"735",1,1,1,6,1,1,3,1,1,6,3,3,1,3,29,4,2,10,2,4
"736",1,6,1,6,1,3,3,3,1,1,4,4,1,3,72,4,3,10,2,2
"737",2,1,5,6,1,6,2,4,3,3,1,3,1,2,38,3,1,9,1,1
"738",NA,3,4,4,4,4,3,3,3,2,4,4,3,3,47,NA,4,1,1,3
"739",1,6,2,4,6,4,1,1,1,1,1,1,1,2,75,3,3,1,2,1
"740",2,1,6,5,6,3,2,1,6,5,5,4,2,4,31,6,1,15,1,4
"741",2,1,6,1,6,6,6,1,1,1,6,6,6,3,64,4,2,4,2,1
"742",1,3,1,6,2,NA,2,1,5,2,3,4,2,3,53,3,2,8,2,3
"743",1,5,6,3,6,6,2,1,1,6,3,5,6,3,31,3,4,11,2,3
"744",1,5,5,5,5,6,4,4,4,3,2,2,4,2,54,3,1,10,1,2
"745",2,1,4,3,5,3,2,1,1,6,4,4,5,2,22,5,1,4,2,1
"746",2,2,6,3,4,5,3,1,3,3,2,4,6,3,30,6,2,7,2,2
"747",1,6,3,6,6,6,4,4,5,5,4,5,4,1,53,1,4,NA,1,1
"748",2,2,1,5,1,6,2,5,1,3,5,5,1,2,56,4,1,11,1,1
"749",1,5,6,4,2,4,1,5,6,4,1,5,1,3,37,2,1,2,1,2
"750",1,4,4,5,5,6,2,1,1,2,1,4,1,2,59,3,3,4,2,3
"751",1,2,1,1,1,1,3,1,1,5,1,1,1,2,33,4,1,8,2,4
"752",1,2,6,6,4,6,4,6,1,4,1,1,1,3,27,4,1,6,1,4
"753",1,6,1,6,6,6,1,6,6,6,1,4,1,2,28,4,1,9,1,2
"754",1,1,1,3,1,1,1,1,1,6,2,3,1,4,22,3,4,1,1,1
"755",1,6,1,4,5,3,3,1,1,1,2,5,1,3,75,3,4,5,2,4
"756",2,1,2,3,4,4,3,1,3,3,4,3,2,2,60,6,3,15,1,3
"757",1,6,1,5,1,6,2,6,1,3,4,4,1,2,66,3,1,6,1,3
"758",1,1,6,5,5,5,4,1,1,6,1,4,1,3,34,4,1,10,2,3
"759",2,2,6,1,6,1,2,1,6,5,5,5,4,4,33,6,1,11,1,3
"760",2,1,6,6,6,6,1,5,6,1,2,5,6,2,61,4,4,15,2,2
"761",2,2,4,2,3,1,1,1,4,6,1,4,3,3,30,6,1,11,2,4
"762",1,6,3,5,3,1,6,5,5,3,3,3,1,3,78,3,3,1,2,2
"763",2,1,1,3,1,3,3,3,1,6,2,2,1,2,33,5,1,14,2,4
"764",2,1,2,5,3,5,2,2,1,6,2,4,4,3,30,5,1,NA,2,2
"765",1,2,6,6,6,2,5,3,6,2,4,4,4,4,61,5,3,2,2,3
"766",2,6,6,6,6,6,6,6,1,6,6,1,6,5,35,4,1,4,1,3
"767",NA,6,6,5,5,6,2,1,2,5,5,4,6,3,31,4,4,10,2,4
"768",1,6,1,3,3,4,3,1,1,6,1,1,1,NA,38,2,1,NA,1,1
"769",1,6,1,6,5,5,5,3,1,3,4,4,1,3,33,2,1,6,2,1
"770",1,6,1,3,2,5,2,1,3,2,1,5,2,2,46,4,1,9,2,3
"771",2,1,1,6,1,4,3,4,4,6,2,3,1,2,34,3,1,8,1,3
"772",1,4,4,4,1,3,1,1,3,1,1,1,1,1,30,3,2,2,2,2
"773",1,2,1,6,2,6,3,4,1,4,1,5,1,2,32,3,1,10,2,1
"774",1,4,3,4,5,6,3,5,4,4,3,4,1,3,21,3,1,10,2,4
"775",NA,3,2,6,5,5,4,1,1,5,6,5,1,2,46,6,1,12,1,2
"776",2,1,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,3,21,3,1,6,2,1
"777",1,6,6,1,6,6,1,1,6,6,6,1,1,2,43,4,1,11,1,4
"778",1,6,5,6,1,6,5,4,1,2,3,6,1,2,58,3,1,11,1,1
"779",2,2,5,5,2,6,4,2,3,4,4,4,2,3,32,6,1,7,1,3
"780",1,3,5,4,5,6,5,2,2,5,2,5,5,3,58,6,1,14,1,4
"781",2,1,3,4,5,6,6,3,5,6,1,4,3,3,25,3,1,3,1,3
"782",1,1,1,NA,NA,6,2,4,5,2,5,NA,1,2,35,3,1,6,1,2
"783",1,2,1,5,5,5,3,4,5,4,3,3,4,4,41,3,1,2,2,1
"784",1,5,1,5,3,6,4,6,3,NA,4,4,1,2,37,3,4,4,2,1
"785",1,3,6,6,6,6,5,5,6,3,1,4,1,4,37,3,1,15,1,4
"786",1,5,1,6,5,6,1,1,4,6,5,4,1,3,30,4,1,3,1,4
"787",2,1,6,2,6,6,4,4,4,2,2,2,3,2,33,5,1,10,1,3
"788",1,1,4,5,3,4,1,4,2,3,2,2,1,2,48,4,2,9,2,2
"789",1,1,1,1,1,6,4,1,1,6,1,1,1,3,30,4,1,11,1,3
"790",1,2,1,5,1,5,2,4,1,3,5,2,1,2,57,5,4,15,2,4
"791",2,2,5,2,1,6,2,2,3,4,2,2,1,2,48,6,1,12,1,4
"792",1,1,6,1,6,2,3,1,5,3,1,6,6,4,51,4,1,14,2,4
"793",1,4,4,3,4,4,4,1,1,3,1,5,5,2,75,2,4,2,2,4
"794",2,1,1,4,2,4,3,3,1,4,3,3,1,3,33,3,4,11,2,1
"795",2,1,6,5,2,4,2,1,3,4,3,3,4,2,34,6,1,13,1,4
"796",2,1,5,2,2,5,2,1,3,4,1,4,1,2,40,5,4,15,2,4
"797",1,2,5,2,1,6,4,3,3,6,5,3,1,NA,50,5,1,8,1,3
"798",1,2,6,1,6,1,4,1,6,4,5,6,6,4,51,6,1,10,2,3
"799",1,2,4,4,4,4,4,3,2,3,3,4,1,3,39,4,1,5,1,4
"800",1,3,1,5,1,2,4,1,1,3,2,4,1,NA,50,6,1,NA,1,4
"801",1,6,3,6,5,6,4,1,3,6,4,3,3,3,37,3,1,6,1,1
"802",1,4,4,4,4,5,1,1,1,4,3,2,1,3,65,3,4,7,2,2
"803",1,6,1,6,6,4,6,4,3,6,1,5,4,3,52,2,1,2,1,2
"804",1,4,4,4,3,4,3,2,3,3,3,4,3,3,46,5,2,11,2,3
"805",1,6,3,4,5,3,2,3,1,5,1,4,3,3,29,2,4,4,2,4
"806",2,1,4,5,3,5,3,1,2,4,2,4,2,2,37,6,1,13,2,4
"807",1,2,4,5,3,4,2,1,3,2,3,4,4,3,41,5,2,10,2,3
"808",1,4,3,6,5,4,4,4,3,5,1,2,1,3,25,4,1,1,2,1
"809",1,3,1,3,1,4,1,4,1,3,5,5,1,1,31,5,4,14,2,1
"810",1,6,1,6,1,6,4,6,1,3,4,2,1,1,42,3,1,7,1,1
"811",1,3,6,1,1,6,1,1,5,6,2,3,4,3,38,4,4,15,2,4
"812",1,3,1,6,1,5,4,2,6,4,1,3,4,2,36,3,1,10,2,1
"813",1,3,6,3,1,6,4,5,5,1,6,6,1,4,55,3,2,4,1,3
"814",2,1,2,5,4,6,5,1,5,5,5,5,1,3,39,5,1,11,1,3
"815",1,3,3,5,5,6,1,6,1,5,4,4,1,2,25,3,1,7,1,1
"816",2,1,3,5,3,6,2,1,3,5,3,4,2,4,35,3,1,13,1,4
"817",2,1,3,4,3,6,1,1,3,6,5,2,1,2,49,5,1,15,1,3
"818",1,5,6,4,3,4,4,1,3,4,2,4,4,4,40,6,1,14,2,4
"819",2,1,6,5,1,4,2,1,1,5,5,4,5,NA,29,6,1,NA,1,1
"820",2,1,6,5,2,1,5,1,1,6,5,6,2,3,39,4,4,5,2,2
"821",1,2,4,6,6,6,6,1,3,6,1,5,4,3,34,4,1,12,2,4
"822",1,5,1,5,1,5,1,4,2,2,2,3,1,2,76,3,3,NA,1,3
"823",2,1,4,4,3,4,4,1,1,6,2,4,1,3,27,5,1,8,1,2
"824",2,1,1,4,2,4,1,1,1,6,1,4,1,1,31,3,4,9,2,4
"825",2,1,5,2,3,6,4,4,2,6,5,2,1,2,31,6,1,8,1,4
"826",2,1,1,2,4,2,4,1,1,5,1,2,1,2,35,4,4,8,2,2
"827",1,3,3,4,1,5,2,1,3,4,5,2,2,NA,65,6,1,NA,1,2
"828",1,4,6,6,6,6,1,1,1,6,6,5,5,3,32,6,1,15,2,4
"829",1,4,6,4,6,6,6,1,6,5,6,5,6,4,21,3,4,5,2,3
"830",2,1,6,1,2,6,2,1,1,6,2,3,1,2,33,6,1,12,1,3
"831",2,2,3,4,5,5,4,2,1,5,1,3,3,2,29,4,2,NA,2,4
"832",2,1,4,3,2,6,3,1,1,2,6,4,3,2,31,6,1,15,1,3
"833",1,1,6,3,5,3,2,1,2,4,4,2,3,3,25,4,2,7,2,4
"834",1,5,1,3,2,5,2,3,3,5,4,3,1,2,32,5,4,8,2,1
"835",1,6,6,6,4,6,6,6,6,6,3,4,4,2,35,4,1,8,2,4
"836",1,2,1,4,1,6,5,4,1,5,4,2,1,1,33,4,4,2,2,3
"837",1,6,1,5,1,1,3,1,1,5,1,4,3,3,50,3,1,2,2,3
"838",1,2,1,5,5,5,5,2,2,5,2,4,3,3,40,4,2,5,1,3
"839",2,2,1,3,1,6,2,3,2,3,5,1,1,2,37,4,1,10,1,4
"840",1,4,2,5,2,4,2,4,2,5,2,4,1,3,31,3,4,11,2,4
"841",1,6,4,6,5,5,5,5,1,2,5,4,6,5,62,3,1,NA,2,2
"842",1,5,3,4,5,2,4,2,2,6,2,3,1,3,29,3,1,6,1,3
"843",1,2,2,3,3,5,4,2,3,4,5,2,2,2,39,6,1,11,1,3
"844",1,2,2,5,1,6,3,2,1,5,2,3,6,2,47,4,1,6,2,3
"845",1,3,5,4,4,5,2,1,1,4,1,1,1,2,54,4,1,6,2,4
"846",1,5,5,2,5,5,2,2,1,3,2,2,2,3,38,3,1,6,1,1
"847",1,1,5,6,5,5,2,2,4,4,1,3,4,2,31,4,1,9,2,2
"848",2,1,6,1,5,4,1,1,6,6,6,3,3,4,38,4,1,10,1,4
"849",2,1,1,4,1,6,2,1,1,5,4,4,1,2,18,4,4,6,2,1
"850",1,3,1,6,6,6,4,1,1,6,2,6,4,3,24,3,1,2,2,1
"851",1,6,1,4,1,4,2,1,1,1,4,3,1,2,83,3,3,1,2,4
"852",1,3,1,4,1,5,6,1,1,6,6,2,1,1,38,6,1,10,1,3
"853",1,4,4,5,5,4,2,2,2,5,3,5,3,4,22,3,4,NA,2,3
"854",1,5,4,5,2,5,2,2,2,5,2,3,1,2,76,5,3,14,1,4
"855",1,3,4,3,3,5,4,3,2,5,4,4,2,3,63,4,3,10,1,3
"856",1,5,1,6,5,2,5,4,6,2,1,6,1,1,23,3,1,2,1,2
"857",1,6,6,6,1,6,1,4,4,6,1,6,1,1,82,3,3,5,1,3
"858",1,6,4,6,6,6,3,1,5,5,1,2,1,3,37,4,4,9,2,1
"859",1,6,1,4,1,4,1,4,1,1,3,4,1,2,49,3,4,1,2,1
"860",1,6,4,5,6,2,5,6,1,2,4,4,1,2,53,3,1,2,2,2
"861",1,1,1,6,5,2,1,1,1,5,1,5,2,2,44,6,1,NA,2,4
"862",1,4,1,6,3,5,4,3,1,3,3,5,1,1,54,4,1,7,1,4
"863",1,1,6,6,1,6,1,1,1,6,3,3,1,3,26,4,2,3,2,4
"864",1,3,4,6,6,5,2,2,5,6,1,5,6,2,23,3,1,4,1,4
"865",1,6,1,6,1,6,5,6,1,6,5,3,1,1,55,4,1,NA,1,2
"866",1,2,2,4,4,3,2,1,1,6,4,4,1,3,40,4,4,4,2,4
"867",1,6,1,6,1,6,6,1,1,1,6,1,1,5,42,3,1,5,2,1
"868",1,3,5,5,5,6,5,2,1,2,3,4,3,3,39,4,1,4,1,3
"869",1,5,5,5,1,4,1,1,1,1,5,4,1,2,66,4,3,11,2,2
"870",1,4,1,5,6,6,4,1,1,6,2,3,4,3,30,4,1,6,1,3
"871",NA,5,1,4,2,5,4,2,2,3,3,3,1,2,65,4,2,12,2,3
"872",1,1,1,5,5,6,4,6,1,5,6,6,1,2,42,6,1,12,2,3
"873",1,2,5,4,5,2,3,3,4,1,5,4,6,4,74,6,3,3,1,3
"874",1,3,5,NA,NA,1,5,1,6,1,1,NA,6,4,40,4,1,3,1,3
"875",1,5,4,6,3,3,3,1,6,1,4,3,1,3,80,4,4,2,2,3
"876",1,1,1,2,3,1,4,1,1,6,2,2,1,2,26,3,4,8,2,2
"877",1,4,6,4,5,6,2,1,4,4,4,6,3,2,66,4,3,15,1,4
"878",1,1,1,4,4,4,5,1,1,4,2,5,1,3,33,6,1,9,1,3
"879",2,3,5,4,3,4,4,3,3,5,3,3,2,2,34,6,1,8,1,3
"880",2,1,2,5,4,3,4,3,1,6,1,5,1,3,25,4,1,10,2,2
"881",2,1,1,1,4,6,4,6,1,5,6,2,1,3,72,6,3,15,1,4
"882",1,3,4,4,2,NA,NA,NA,NA,NA,NA,3,NA,3,55,3,2,4,1,4
"883",1,3,1,3,5,5,4,4,6,5,2,3,1,2,22,3,2,4,1,2
"884",1,4,6,6,4,6,4,1,1,6,1,4,3,3,30,3,4,9,2,3
"885",1,6,1,6,1,1,5,6,1,1,1,3,1,1,79,3,3,3,2,1
"886",1,3,5,6,4,5,4,3,4,5,4,5,1,NA,51,4,1,NA,1,2
"887",1,1,6,5,4,6,3,1,1,5,1,5,6,4,49,4,1,5,2,2
"888",1,5,6,3,5,2,4,6,6,5,1,4,6,3,46,5,4,10,2,1
"889",1,6,6,4,5,NA,5,2,3,3,5,4,2,4,72,3,4,6,2,3
"890",2,1,6,5,4,5,4,2,5,5,2,1,3,2,28,5,1,9,1,1
"891",1,6,1,5,6,1,1,1,1,1,6,4,1,2,75,3,3,1,1,2
"892",2,1,6,4,4,4,4,4,2,4,5,3,4,3,59,4,1,6,1,3
"893",1,3,6,5,6,6,4,5,6,3,4,4,4,NA,45,3,2,NA,1,4
"894",2,2,2,3,5,4,2,1,4,4,1,4,4,3,41,5,1,9,1,3
"895",1,1,1,6,6,4,6,3,6,4,6,3,6,3,45,5,1,12,2,2
"896",1,3,1,2,1,1,5,1,1,1,1,5,1,1,54,3,4,2,2,1
"897",1,2,6,5,2,6,3,4,5,5,1,5,4,3,38,5,1,7,1,3
"898",1,3,4,3,3,4,3,3,4,3,4,3,3,NA,35,2,1,NA,1,1
"899",1,5,2,4,2,4,4,3,2,3,1,3,3,2,72,2,3,1,1,3
"900",1,5,5,6,5,4,1,4,2,4,5,4,1,2,58,5,1,4,2,3
"901",1,6,1,6,4,2,5,1,6,4,2,2,2,2,37,3,1,6,1,1
"902",1,1,1,5,2,6,3,1,1,4,1,4,4,2,28,3,1,3,2,4
"903",2,1,4,6,6,6,6,1,6,5,1,6,5,4,44,3,1,14,1,4
"904",1,2,2,4,5,4,3,1,1,5,4,5,1,3,54,4,1,4,2,2
"905",1,2,6,2,5,1,3,5,5,5,5,5,4,4,48,4,1,12,1,3
"906",1,4,3,1,6,5,2,2,1,5,6,5,4,4,62,4,3,13,1,4
"907",1,6,4,6,5,3,5,1,1,6,1,5,1,NA,65,3,3,NA,2,3
"908",2,3,6,4,6,6,1,2,1,6,2,3,5,3,31,6,1,5,2,2
"909",1,2,1,6,1,6,6,1,1,6,2,4,1,1,29,3,2,6,2,1
"910",1,1,1,4,1,4,3,1,3,5,2,3,2,1,29,4,4,6,2,3
"911",1,4,3,4,4,4,4,1,1,4,3,5,3,2,36,5,4,9,2,1
"912",2,1,6,2,5,5,2,1,2,5,5,6,5,5,39,6,1,15,2,4
"913",1,3,1,6,3,3,1,3,1,3,2,3,1,2,35,4,1,8,1,4
"914",2,4,1,4,1,1,3,1,1,3,4,5,1,NA,66,3,4,4,2,3
"915",1,6,5,5,2,5,4,5,1,6,3,3,1,2,60,5,1,7,2,3
"916",2,1,6,6,6,6,6,6,1,6,4,6,1,2,33,3,4,7,2,2
"917",1,3,6,4,6,6,3,1,5,4,4,5,3,3,54,4,4,5,2,3
"918",1,4,1,6,3,6,3,1,1,6,4,3,3,2,33,4,1,9,1,3
"919",2,1,1,3,1,6,6,3,1,2,3,2,1,NA,27,5,1,NA,1,1
"920",1,2,1,2,3,4,4,3,2,5,5,4,1,2,44,4,1,11,1,3
"921",1,1,6,6,6,4,1,4,1,6,6,1,1,1,53,5,1,11,2,4
"922",2,1,4,6,5,4,2,2,4,4,4,5,2,3,32,3,4,3,2,4
"923",1,2,4,6,4,6,5,6,1,6,1,6,6,2,38,4,1,6,1,2
"924",1,2,5,3,2,6,4,2,1,6,3,3,1,3,67,3,2,4,2,4
"925",1,1,4,6,1,6,5,4,5,4,4,2,1,2,51,5,1,14,1,4
"926",1,5,5,5,1,6,4,1,1,2,2,5,1,2,74,1,3,2,1,2
"927",1,4,1,3,1,6,1,1,1,1,6,1,1,1,65,5,3,5,2,2
"928",1,1,1,4,1,5,3,2,2,5,2,4,1,3,30,6,4,1,2,4
"929",1,5,6,6,5,6,1,3,4,6,2,2,3,3,30,5,1,10,1,4
"930",1,6,1,6,6,1,6,1,6,1,1,1,1,2,35,2,4,1,1,1
"931",1,3,1,4,3,3,3,3,1,3,2,4,3,2,27,4,2,2,2,4
"932",1,6,1,6,1,5,4,4,4,4,4,4,1,2,68,4,3,10,1,4
"933",1,2,4,3,3,4,5,1,1,2,1,3,1,3,64,6,3,11,1,4
"934",1,6,1,1,6,6,4,4,6,6,1,6,1,2,41,2,1,7,1,3
"935",1,4,2,4,5,4,4,1,1,4,4,4,2,2,42,4,1,15,1,3
"936",1,6,1,4,6,1,4,1,2,3,1,3,5,3,30,4,1,5,2,4
"937",1,2,2,5,4,5,4,1,1,4,1,1,1,NA,46,5,1,NA,1,2
"938",2,1,6,5,5,5,5,1,4,4,3,6,4,3,42,5,1,13,1,1
"939",1,1,5,6,6,6,1,6,1,6,5,6,1,2,53,4,1,8,1,3
"940",1,1,6,6,4,6,4,5,3,6,6,4,1,3,70,5,1,15,1,4
"941",1,6,6,1,6,6,6,1,6,4,1,1,1,1,42,3,2,1,2,3
"942",1,6,1,5,1,6,6,1,1,1,4,2,1,2,62,3,1,2,1,3
"943",2,2,1,6,3,4,5,3,2,4,6,4,1,2,44,5,1,10,2,1
"944",2,1,4,5,6,6,4,4,6,5,4,5,1,2,39,3,1,15,1,3
"945",2,1,6,2,6,6,6,3,1,5,4,6,4,3,31,6,1,12,2,4
"946",1,1,4,4,3,3,4,2,3,5,4,4,3,3,34,6,1,10,1,2
"947",1,3,4,6,4,6,3,2,5,2,5,2,5,2,45,4,1,7,1,1
"948",1,3,1,3,5,5,3,2,6,5,4,6,5,2,20,4,4,12,2,3
"949",1,5,1,5,4,5,1,1,1,5,2,5,1,3,47,4,1,1,2,1
"950",1,6,3,5,4,1,4,4,1,6,4,5,1,3,66,6,3,10,2,2
"951",2,1,2,3,1,5,1,1,1,6,3,4,1,2,22,4,1,3,2,4
"952",2,1,6,5,5,5,5,1,5,6,3,5,6,3,26,5,1,5,1,4
"953",2,1,6,5,4,6,4,3,5,3,5,3,3,2,67,5,2,3,1,3
"954",1,3,5,6,6,6,6,1,4,6,1,6,5,4,39,3,1,7,2,3
"955",1,6,6,4,4,1,6,2,3,4,4,4,3,4,72,5,2,12,2,4
"956",2,1,5,6,5,5,3,1,4,5,4,4,3,3,44,4,1,10,2,4
"957",1,6,1,5,4,3,4,1,1,1,5,2,3,3,67,3,3,1,2,2
"958",1,6,6,6,6,2,2,1,1,1,1,6,1,4,76,3,3,7,2,3
"959",1,4,1,6,1,6,4,4,1,6,5,3,1,2,54,5,1,13,1,4
"960",1,2,1,5,1,6,1,4,1,5,1,2,1,1,45,3,1,10,2,4
